id,SKU,Nombre del producto,Modelo,Categoría,Marca,Precio de venta,Costo,Tipo de producto,Unidad de medida,Código de barras,Tipo de producto - Afecta inventario,Imagen del producto
2624,9021,DISPLAY HUAWEI MATE 20 IPS HMA-L09/HMA-L29/HMA-LX9.,,DISPLAY COMPLETO,HUAWEI,430,255,Inventariable,PZ,6928032901637,true,
2625,9022,DISPLAY IPHONE XS MAX IPS A1921 A2101 A2102 A2104,,DISPLAY COMPLETO,APPLE,470,225.9252,Inventariable,PZ,6928032901638,true,
2626,9023,DISPLAY LG K51S IPS LMK510EMW,,DISPLAY COMPLETO,LG,220,130,Inventariable,PZ,6928032901639,true,
2627,9024,DISPLAY MOTO E6 PLAY IPS XT2029-1.,,DISPLAY COMPLETO,MOTO,200,112.96,Inventariable,PZ,6928032901640,true,
2628,9025,DISPLAY SAMSUNG J8 2018 IPS SM-J810,,DISPLAY COMPLETO,SAMSUNG,200,124.85,Inventariable,PZ,6928032901641,true,
2629,9026,DISPLAY SAMSUNG NOTE 8 OLED SM-N950F,,DISPLAY COMPLETO,SAMSUNG,2395,1446,Inventariable,PZ,6928032901642,true,
2630,9027,DISPLAY SAMSUNG NOTE 9 OLED SM-N960,,DISPLAY COMPLETO,SAMSUNG,3670,2609,Inventariable,PZ,6928032901643,true,
2631,9028,DISPLAY SAMSUNG S10 PLUS CON MARCO Y HUELLA OLED SM-975F,,DISPLAY COMPLETO,SAMSUNG,4220,2392.5,Inventariable,PZ,6928032901644,true,
2633,9030,DISPLAY SAMSUNG S20 SUPER AMOLED REACONDICIONADO SM-G980F *,,DISPLAY COMPLETO,SAMSUNG,3990,947,Inventariable,PZ,6928032901646,true,
2634,9031,DISPLAY SAMSUNG S20 PLUS SUPER AMOLED REACONDICIONADO SM-G985 *,,DISPLAY COMPLETO,SAMSUNG,4670,3752,Inventariable,PZ,6928032901647,true,
2635,9032,DISPLAY SAMSUNG S6 EDGE CON MARCO IPS SM-G925 *,,DISPLAY COMPLETO,SAMSUNG,970,582.65,Inventariable,PZ,6928032901648,true,
2636,9033,DISPLAY SONY XA IPS F3113*,,DISPLAY COMPLETO,SONY,170,102,Inventariable,PZ,6928032901649,true,
2639,9036,DISPLAY MOTO Z OLED XT1650. *,,DISPLAY COMPLETO,MOTO,495,292,Inventariable,PZ,6928032901652,true,
2640,9037,DISPLAY XIAOMI REDMI NOTE 8 IPS M1908C3JG,,DISPLAY COMPLETO,XIAOMI,220,115.61,Inventariable,PZ,6928032901653,true,
2641,9038,DISPLAY MOTO G8 IPS XT2045-1 MOTO G FAST IPS XT2045-3.,,DISPLAY COMPLETO,MOTO,220,126.62,Inventariable,PZ,6928032901654,true,
2642,9039,CC HUAWEI Y9 PRIME 2019 / P SMART Z / HONOR 9X STK-LX,,CENTRO CARGA,,70,33,Inventariable,PZ,6928032901655,true,
2643,9040,FLEX INTERCONEXION HUAWEI P30 HL1ELLEFL,,FLEXOS,,50,11,Inventariable,PZ,6928032901656,true,
2644,9041,DISPLAY MOTO G8 POWER / G STYLUS 2020 IPS XT2043-4 XT2041-1,,DISPLAY COMPLETO,MOTO,310,181,Inventariable,PZ,6928032901657,true,
2645,9042,BATERIA ZTE MAX XL / MAX 3 N9560 LI3940T44P8H846748.,,BATERIAS,,150,51,Inventariable,PZ,6928032901658,true,
2647,9044,TOUCH IPAD 2 NEGRO,,TOUCH,,140,40,Inventariable,PZ,6928032901660,true,
2648,9045,TOUCH IPAD 2 BLANCO,,TOUCH,,140,38.535,Inventariable,PZ,6928032901661,true,
2649,9046,TOUCH IPAD 3- IPAD 4 NEGRO,,TOUCH,,120,25,Inventariable,PZ,6928032901662,true,
2650,9047,TOUCH IPAD 3- IPAD 4 BLANCO,,TOUCH,,120,39,Inventariable,PZ,6928032901663,true,
2651,9048,TOUCH IPAD AIR 2 BLANCO A1566 A1567,,TOUCH,,210,54,Inventariable,PZ,6928032901664,true,
2652,9049,TOUCH IPAD AIR 3 NEGRO,,TOUCH,,550,211,Inventariable,PZ,6928032901665,true,
2653,9050,JACK AUDIO SAMSUNG J4 J400 J3 J330 J530 J415,,AUDIO,,50,9,Inventariable,PZ,6928032901666,true,
2654,9051,JACK AUDIO SAMSUNG J6/J8,,AUDIO,,100,12,Inventariable,PZ,6928032901667,true,
2656,9053,CARGADOR UNIVERSAL BATERIAS,,OUTLET,,35,20,Inventariable,PZ,6928032901669,true,
2657,9054,DISPLAY MOTO G8 POWER LITE IPS XT2055.,,DISPLAY COMPLETO,MOTO,210,112.96,Inventariable,PZ,6928032901670,true,
2658,9055,DISPLAY MOTO E6S IPS XT2053-1.,,DISPLAY COMPLETO,MOTO,210,115.9353,Inventariable,PZ,6928032901671,true,
2659,9056,"DISPLAY HUAWEI MATE 10 PRO IPS BLA-L09 L29, BLA AL00.*",,DISPLAY COMPLETO,HUAWEI,750,439,Inventariable,PZ,6928032901672,true,
2662,9059,FLEX LCD MAIN SUB SAMSUNG A60 M40 SM-A6060 R05,,FLEXOS,,50,40,Inventariable,PZ,6928032901675,true,
2663,9060,FLEX LCD MAIN 1 SAMSUNG A50 A505 SM-A505F OCTA CTC,,FLEXOS,,60,5.75,Inventariable,PZ,6928032901676,true,
2664,9061,FLEX LCD MAIN 2 SAMSUNG SM-A30 MAIN CTC,,FLEXOS,,60,8,Inventariable,PZ,6928032901677,true,
2665,9062,DISPLAY ALCATEL 3 3L 2020 5029 / 1V 2020 5007 / 1S 2020 5028A IPS,,DISPLAY COMPLETO,ALCATEL,230,121.11,Inventariable,PZ,6928032901696,true,
2666,9063,FLEX LCD MAIN SUB SAMSUNG A920 A9 2018 A920F B2B,,FLEXOS,,80,40,Inventariable,PZ,6928032901679,true,
2667,9064,FLEX LCD MAIN OCTA SAMSUNG M30 SM-M305F OCTA,,FLEXOS,,90,7.75,Inventariable,PZ,6928032901680,true,
2671,9068,DISPLAY ZTE BLADE A5 2020/A7 2019/ NUBIA N40 IPS CON MARCO,,DISPLAY COMPLETO,ZTE,240,137.63,Inventariable,PZ,6928032901684,true,
2672,9069,CC NOKIA 2.1,,CENTRO CARGA,,70,52,Inventariable,PZ,6928032901685,true,
2673,9070,CC NOKIA 2.2,,CENTRO CARGA,,70,11.25,Inventariable,PZ,6928032901686,true,
2674,9071,CC NOKIA 2.3,,CENTRO CARGA,,60,12,Inventariable,PZ,6928032901687,true,
2675,9072,CC NOKIA 4.2,,CENTRO CARGA,,60,42,Inventariable,PZ,6928032901688,true,
2676,9073,FLEX HOME SAMSUNG A5 SM-A520 / A7 2017 SM-A720,,FLEXOS,,100,10,Inventariable,PZ,6928032901695,true,
2677,9074,DISPLAY NOKIA 2.1 IPS TA-1093*,,DISPLAY COMPLETO,NOKIA,340,212,Inventariable,PZ,6928032901689,true,
2678,9075,DISPLAY NOKIA 2.2 IPS TA-1179.,,DISPLAY COMPLETO,NOKIA,210,122,Inventariable,PZ,6928032901690,true,
2679,9076,DISPLAY NOKIA 2.3 IPS TA-1214.,,DISPLAY COMPLETO,NOKIA,250,127.83,Inventariable,PZ,6928032901691,true,
2680,9077,CC NOKIA 5.3,,CENTRO CARGA,,60,42,Inventariable,PZ,6928032901692,true,
2681,9078,DISPLAY NOKIA 5.3 IPS TA-1227 TA-1244 TA-1253*,,DISPLAY COMPLETO,NOKIA,850,572,Inventariable,PZ,6928032901693,true,
2683,9080,DISPLAY HISENSE F24 / F26 IPS HLTE200T.*,,DISPLAY COMPLETO,HISENSE,450,227,Inventariable,PZ,6928032901697,true,
2684,9081,BATERIA ALCATEL 5026A TLP029C1,,BATERIAS,,140,59.45,Inventariable,PZ,6928032901698,true,
2685,9082,FLEX HOME + JACK AUDIO SAMSUNG J7 J700 / J7 NEO J701,,FLEXOS,,80,18,Inventariable,PZ,6928032901699,true,
2686,9083,FLEX HOME SAMSUNG J4 SM-J400 / J4 2018,,FLEXOS,,80,10,Inventariable,PZ,6928032901700,true,
2687,9084,FLEX HOME + JACK AUDIO SAMSUNG J7 J700,,FLEXOS,,60,12,Inventariable,PZ,6928032901701,true,
2688,9085,FLEX HOME + JACK AUDIO J7 PRIME G610,,FLEXOS,,40,17.5,Inventariable,PZ,6928032901702,true,
2689,9086,FLEX HUELLA SAMSUNG J7 PRO G730 NEGRO,,FLEXOS,,80,30,Inventariable,PZ,6928032901703,true,
2690,9087,FLEX HOME + JACK AUDIO SAMSUNG J5 SM-J500F,,FLEXOS,,50,18,Inventariable,PZ,6928032901704,true,
2691,9088,FLEX HOME SAMSUNG GRAND PRIME G530 / G531 / G532,,FLEXOS,,50,2.7525,Inventariable,PZ,6928032901705,true,
2692,9089,DISPLAY HUAWEI HONOR 9X LITE IPS JSN-L21/JSN-L22/JSN-L23.,,DISPLAY COMPLETO,HUAWEI,240,188,Inventariable,PZ,6928032901706,true,
2693,9090,DISPLAY HUAWEI Y7P ART-L28 / P40 LITE E / HONOR 9C / HONOR PLAY 3 IPS ART-L28 ART-L29 ART-L29N AKA-L29,,DISPLAY COMPLETO,HUAWEI,200,127.8261,Inventariable,PZ,6928032901707,true,
2694,9091,DISPLAY HUAWEI Y6P IPS MED-LX9 / Y6P  MED-LX9N 2020,,DISPLAY COMPLETO,HUAWEI,240,133.77,Inventariable,PZ,6928032901708,true,
2695,9092,DISPLAY HUAWEI Y5P IPS DRA-LX9.,,DISPLAY COMPLETO,HUAWEI,160,83.75,Inventariable,PZ,6928032901709,true,
2696,9093,VENTILADOR RESPUESTO PISTOLA CALOR 2 CABLES,,OUTLET,,120,45,Inventariable,PZ,6928032901710,true,
2697,9094,VENTILADOR RESPUESTO PISTOLA CALOR 3 CABLES,,OUTLET,,150,70,Inventariable,PZ,6928032901711,true,
2698,9095,BOQUILLA REPUESTO 3PZ,,OUTLET,,80,15,Inventariable,PZ,6928032901712,true,
2699,9096,TOUCH IPAD MINI 5 NEGRO,,TOUCH,,380,112,Inventariable,PZ,6928032901713,true,
2700,9097,TOUCH IPAD MINI 5 BLANCO,,TOUCH,,380,112,Inventariable,PZ,6928032901714,true,
2702,9099,CC HUAWEI Y6S,,CENTRO CARGA,,50,9,Inventariable,PZ,6928032901716,true,
2703,9100,DISPLAY SAMSUNG A90 IPS SM-A908.*,,DISPLAY COMPLETO,SAMSUNG,370,89,Inventariable,PZ,6928032901717,true,
2704,9101,DISPLAY ZTE AXON 10 PRO A10P3251 / AXON 11 4G A2021L / AXON 11 5G A2021L,,DISPLAY COMPLETO,ZTE,960,568,Inventariable,PZ,6928032901718,true,
2706,9103,BATERIA MOTO E6 PLUS XT2025 KC40,,BATERIAS,,110,44.59,Inventariable,PZ,6928032901720,true,
2707,9104,BATERIA MOTO ONE VISION / ACTION XT-1970 XT-2013 KR40.,,BATERIAS,,140,56.4813,Inventariable,PZ,6928032901721,true,
2709,9106,CC HUAWEI Y5 2019 Y5 NEO,,CENTRO CARGA,,50,8.91,Inventariable,PZ,6928032901723,true,
2710,9107,CC SAMSUNG A71,,CENTRO CARGA,,160,65,Inventariable,PZ,6928032901724,true,
2711,9109,CC HUAWEI Y9S,,CENTRO CARGA,,50,10,Inventariable,PZ,6928032901725,true,
2712,9110,CC SAMSUNG A51,,CENTRO CARGA,,120,29.16,Inventariable,PZ,6928032901726,true,
2713,9111,DISPLAY ZTE BLADE A7 2020 IPS*,,DISPLAY COMPLETO,ZTE,200,134.88,Inventariable,PZ,6928032901727,true,
2714,9112,CC SAMSUNG A01,,CENTRO CARGA,,80,17.5,Inventariable,PZ,6928032901728,true,
2715,9113,CC MOTO ONE VISION XT1970,,CENTRO CARGA,,70,11,Inventariable,PZ,6928032901729,true,
2716,9114,CC MOTO ONE ACTION,,CENTRO CARGA,,100,72,Inventariable,PZ,6928032901730,true,
2717,9115,PIN CARGA MOTO ONE ZOOM XT2010,,CENTRO CARGA,,15,6,Inventariable,PZ,6928032901731,true,
2719,9117,CC MOTO G8 PLAY XT2015 ANGOSTO NARROW ONE MACRO XT2016,,CENTRO CARGA,,60,21,Inventariable,PZ,6928032901733,true,
2720,9118,CC MOTO G8 POWER,,CENTRO CARGA,,90,42.5,Inventariable,PZ,6928032901734,true,
2721,9119,CC MOTO G8 POWER LITE,,CENTRO CARGA,,70,10.5,Inventariable,PZ,6928032901735,true,
2722,9120,CC SAMSUNG A90,,CENTRO CARGA,,80,28,Inventariable,PZ,6928032901736,true,
2723,9121,CC SAMSUNG A50S,,CENTRO CARGA,,80,20,Inventariable,PZ,6928032901737,true,
2724,9122,FLEX HUELLA HUAWEI P40 LITE NOVA 6SE NOVA 7SE HONOR 30 LITE HONOR,,FLEXOS,,150,44,Inventariable,PZ,6928032901738,true,
2725,9123,CABLE USB TIPO C 1M 1HR,,ACCESORIOS,,30,14,Inventariable,PZ,6928032901739,true,
2726,9124,CABLE USB PARA IMPRSORA 1M,,HERRAMIENTAS,,20,15,Inventariable,PZ,6928032901740,true,
2727,9125,CABLE DISPLAYSPORT M/M 1M,,HERRAMIENTAS,,170,100,Inventariable,PZ,6928032901741,true,
2728,9126,CABLE DVI 1.5M,,HERRAMIENTAS,,110,100,Inventariable,PZ,6928032901742,true,
2731,9129,BATERIA SAMSUNG A31/ A32 4G/ A22 4G/ A42/ A72 / A31S EB-BA315ABY,,BATERIAS,,130,50.5359,Inventariable,PZ,6928032901745,true,
2733,9131,DISPLAY MOTO ONE HYPER IPS XT2027.,,DISPLAY COMPLETO,MOTO,250,142.69,Inventariable,PZ,6928032901747,true,
2734,9132,BATERIA XIAOMI REDMI 6 M1804C3DG M1804C3DH BN37,,BATERIAS,,130,51.53,Inventariable,PZ,6928032901748,true,
2735,9133,BATERIA LANIX ILIUM X120-BAT.,,BATERIAS,,110,45,Inventariable,PZ,6928032901749,true,
2736,9134,BATERIA LANIX ILIUM X510-BAT,,BATERIAS,,150,50,Inventariable,PZ,6928032901750,true,
2738,9136,MULTICONTACTO 8 PUERTOS,,OUTLET,,280,205,Inventariable,PZ,6928032901752,true,
2740,9138,BATERIA MOTO ONE HYPER XT2027 KG50,,BATERIAS,,150,59.454,Inventariable,PZ,6928032901754,true,
2741,9139,FLEX LCD MAIN SUB NOKIA 5.1 CORE_MAIN_30,,FLEXOS,,80,35,Inventariable,PZ,6928032901755,true,
2742,9140,FLEX LCD MAIN SUB NOKIA 5.1 PLUS A8167.19,,FLEXOS,,90,24,Inventariable,PZ,6928032901756,true,
2743,9141,FLEX LCD MAIN SUB NOKIA 2.1 E2M_MAIN_FCP_40,,FLEXOS,,60,31,Inventariable,PZ,6928032901757,true,
2746,9144,FLEX LCD MAIN SUB NOKIA 3 E203460 S-13,,FLEXOS,,50,31,Inventariable,PZ,6928032901760,true,
2747,9145,FLEX LCD MAIN SUB NOKIA 3.1 5AQ_20,,FLEXOS,,80,31,Inventariable,PZ,6928032901761,true,
2749,9147,FLEX LCD MAIN SUB NOKIA 5.3 2021N5.3,,FLEXOS,,60,13,Inventariable,PZ,6928032901763,true,
2750,9148,FLEX LCD MAIN SUB NOKIA 6 D1C_UP,,FLEXOS,,125,31,Inventariable,PZ,6928032901764,true,
2751,9149,FLEX LCD MAIN SUB NOKIA 7.1 CTL_MAIN_C,,FLEXOS,,110,70,Inventariable,PZ,6928032901765,true,
2752,9150,FLEX LCD MAIN SUB NOKIA 8 NB1 MAIN FLEX NB1 VER C,,FLEXOS,,50,28,Inventariable,PZ,6928032901766,true,
2753,9151,FLEX LCD MAIN SUB NOKIA 6.1 PL2_EXTEND MEPL214003A,,FLEXOS,,120,31,Inventariable,PZ,6928032901767,true,
2754,9152,DISPLAY SAMSUNG J3 2016 LED SM-J320.,,DISPLAY COMPLETO,SAMSUNG,170,85,Inventariable,PZ,6928032901768,true,
2755,9153,DESARMADOR RELIFE RL-721 1.2,,HERRAMIENTAS,,90,19,Inventariable,PZ,6928032901770,true,
2756,9154,FLEX ENCENDIDO IPAD PRO 9.7,,FLEXOS,,60,30,Inventariable,PZ,6928032901772,true,
2757,9155,BOTON FISICO SAMSUNG J7 METAL J710,,BOTONES,,50,5,Inventariable,PZ,6928032901773,true,
2758,9156,CC SAMSUNG NOTE 10,,CENTRO CARGA,,160,42,Inventariable,PZ,6928032901774,true,
2760,9158,CC NOKIA 6.1,,CENTRO CARGA,,60,16,Inventariable,PZ,6928032901777,true,
2761,9159,CC NOKIA 6.1 PLUS,,CENTRO CARGA,,60,16,Inventariable,PZ,6928032901778,true,
2762,9160,FLEX MAIN NOKIA 6.1 PLUS WNOKX6,,FLEXOS,,110,34,Inventariable,PZ,6928032901779,true,
2763,9161,DISPLAY NOKIA 6.1 PLUS IPS TA-1103.*,,DISPLAY COMPLETO,NOKIA,260,64,Inventariable,PZ,6928032901780,true,
2764,9162,ADAPTADOR TIPO C - VGA,,OUTLET,,80,40,Inventariable,PZ,6928032901781,true,
2765,9163,DISPLAY XIAOMI NOTE 5 PRO IPS MEI7S MEI7,,DISPLAY COMPLETO,XIAOMI,540,298,Inventariable,PZ,6928032901782,true,
2769,9167,CC XIAOMI MI A3 M1906F9SH,,CENTRO CARGA,,60,12,Inventariable,PZ,6928032901788,true,
2783,9181,CAMARA FRONTAL HUAWEI P30 / P30 PRO M32NO1A (1.0MM),,CAMARAS,,400,100,Inventariable,PZ,6928032901803,true,
2788,9186,CC SAMSUNG S8 PLUS U,,CENTRO CARGA,,150,80,Inventariable,PZ,6928032901808,true,
2789,9187,FLEX HUELLA HUAWEI P9 LITE DORADO,,FLEXOS,,60,32,Inventariable,PZ,6928032901809,true,
2790,9188,FLEX HUELLA XIAOMI MI A2 LITE REDMI 6 PRO ROSA,,FLEXOS,,130,46,Inventariable,PZ,6928032901810,true,
2791,9189,BATERIA IPHONE XS A1920 A2097 A2098 A2099 A2100 616-00512,,BATERIAS,,230,101.07,Inventariable,PZ,6928032901811,true,
2792,9190,BATERIA IPHONE XS MAX A1921 A2101 A2102 A2103 A2104 616-00507,,BATERIAS,,260,112.96,Inventariable,PZ,6928032901812,true,
2793,9191,DISPLAY LG G5 IPS H830 H840 H850.,,DISPLAY COMPLETO,LG,110,80,Inventariable,PZ,6928032901813,true,
2794,9192,BATERIA MOTO G7 PLUS XT1965 JG40,,BATERIAS,,130,50.5359,Inventariable,PZ,6928032901814,true,
2795,9193,DISPLAY IPHONE 5S / IPHONE SE IPS A1453 A1662.,,DISPLAY COMPLETO,APPLE,170,98.0991,Inventariable,PZ,6928032901815,true,
2797,9195,"PUNTA KSGER T12 LIMPIEZA SHAPE-K Estaciones Hakko,quicko,mechanic,ksge",,INSUMOS,,100,44.2,Inventariable,PZ,6928032901817,true,
2808,9206,FLEX MAIN SUB SAMSUNG A20S / M12,,FLEXOS,,60,8,Inventariable,PZ,6928032901828,true,
2830,9228,FLEX HUELLA HUAWEI P9 NEGRO,,FLEXOS,,30,7.5,Inventariable,PZ,6928032901850,true,
2837,9235,FLEX HUELLA HUAWEI MATE 8 CAFE,,FLEXOS,,30,7.5,Inventariable,PZ,6928032901857,true,
2839,9237,LENTE CAMARA HUAWEI P30 PRO,,LENTE CAMARA,,30,3,Inventariable,PZ,6928032901887,true,
2841,9239,PINZETAS ANTIESTATICA YIHUA 5PZ KIT,,HERRAMIENTAS,,220,76,Inventariable,PZ,6928032901889,true,
2842,9240,REPUESTO BASE CAUTIN,,HERRAMIENTAS,,60,14,Inventariable,PZ,6928032901890,true,
2843,9241,REPUESTO BASE PISTOLA CALOR,,HERRAMIENTAS,,70,28,Inventariable,PZ,6928032901891,true,
2846,9244,LENTE AUXILIAR BARLOW 0.7X WD120 BINOCULAR/TRINOCULAR,,OUTLET,,570,300,Inventariable,PZ,6928032901894,true,
2848,9246,FLEX ENCENDIDO SAMSUNG J6,,FLEXOS,,100,5,Inventariable,PZ,6928032901896,true,
2849,9247,CC XIAOMI REDMI NOTE 8,,CENTRO CARGA,,50,9.45,Inventariable,PZ,6928032901897,true,
2850,9248,DISPLAY LG X CAM IPS K580H,,DISPLAY COMPLETO,LG,630,420,Inventariable,PZ,6928032901898,true,
2853,9251,DISPLAY MOTO G3 IPS XT1540.*,,DISPLAY COMPLETO,MOTO,170,102,Inventariable,PZ,6928032901901,true,
2854,9252,"DISPLAY HUAWEI P10 PLUS IPS VKY-L29, VKY-L09, VKY-AL00",,DISPLAY COMPLETO,HUAWEI,420,222.9525,Inventariable,PZ,6928032901902,true,
2855,9253,BATERIA MOTO ONE ZOOM XT2010 KP50.,,BATERIAS,,160,68.3721,Inventariable,PZ,6928032901769,true,
2856,9254,DISPLAY LG MAGNA IPS H502 H502F,,DISPLAY COMPLETO,LG,270,139,Inventariable,PZ,6928032901903,true,
2857,9255,DISPLAY SAMSUNG A60 / M40 IPS SM-M405FN SM-A606F,,DISPLAY COMPLETO,SAMSUNG,860,578,Inventariable,PZ,6928032901904,true,
2858,9256,DISPLAY LG G4 STYLUS IPS H542.,,DISPLAY COMPLETO,LG,600,328,Inventariable,PZ,6928032901905,true,
2859,9257,IBOOT BOX MECHANIC ANDROID,,OUTLET,,480,210,Inventariable,PZ,6928032901775,true,
2860,9258,BATERIA LG STYLO 6 LM-Q730MM / LG G8X THINQ BL-T48,,BATERIAS,,120,47.56,Inventariable,PZ,6928032901784,true,
2861,9259,BATERIA MOTO ONE MACRO / MOTO G8 PLAY XT2015 XT2016 KG40.,,BATERIAS,,150,59.454,Inventariable,PZ,6928032901785,true,
2863,9261,FLEX HUELLA HUAWEI P SMART NEGRO,,FLEXOS,,30,18,Inventariable,PZ,6928032901859,true,
2864,9262,ESTUFA CON CAMPANA VIOMI CXW-250,,DOMOTICA,,3250,2000,Inventariable,PZ,6928032901860,true,
2865,9263,DISPLAY ZTE BLADE V SMART IPS V1050 VERSION 1,,DISPLAY COMPLETO,ZTE,250,139.7169,Inventariable,PZ,6928032901861,true,
2866,9264,BOTON FISICO MOTO E5  / G6 PLAY NEGRO XT1952 XT1922,,BOTONES,,30,7,Inventariable,PZ,6928032901862,true,
2867,9265,TOUCH IPAD MINI 1 / MINI 2 BLANCO,,TOUCH,,140,47.5632,Inventariable,PZ,6928032901863,true,
2868,9266,TOUCH IPAD MINI 1 / MINI 2 NEGRO,,TOUCH,,140,47.5632,Inventariable,PZ,6928032901864,true,
2869,9267,MAGIC CHIP ANDROID,,HERRAMIENTAS,,40,9,Inventariable,PZ,6928032901865,true,
2870,9268,BATERIA SAMSUNG S8 PLUS SM-G955F EB-BG955ABA.,,BATERIAS,,110,44.5905,Inventariable,PZ,6928032901866,true,
2871,9269,CC ZTE V10 VITA,,CENTRO CARGA,,80,16,Inventariable,PZ,6928032901867,true,
2872,9270,IC BASE BAND IPHONE 6,,STENCIL,,80,24,Inventariable,PZ,6928032901868,true,
2873,9271,IC BASE BAND IPHONE 7,,STENCIL,,110,36,Inventariable,PZ,6928032901869,true,
2874,9272,IC BASE BAND IPHONE X,,STENCIL,,80,24,Inventariable,PZ,6928032901870,true,
2875,9273,IC PMU RADIO FRECUENCIA IPHONE 6,,STENCIL,,80,24,Inventariable,PZ,6928032901871,true,
2876,9274,IC PMU RADIO FRECUENCIA IPHONE 7,,STENCIL,,150,52,Inventariable,PZ,6928032901872,true,
2877,9275,IC PMU RADIO FRECUENCIA IPHONE X,,STENCIL,,80,24,Inventariable,PZ,6928032901873,true,
2880,9278,FLEX INTERCONEXION HUAWEI P20 LITE,,FLEXOS,,70,11.01,Inventariable,PZ,6928032901876,true,
2881,9279,CC ZTE V6,,CENTRO CARGA,,80,22,Inventariable,PZ,6928032901877,true,
2882,9280,DISPLAY SAMSUNG A31 SM-A315F IPS,,DISPLAY COMPLETO,SAMSUNG,280,145.66,Inventariable,PZ,6928032901906,true,
2883,9281,DISPLAY HUAWEI MATE 8 IPS NXT-L29 IPS,,DISPLAY COMPLETO,HUAWEI,630,378,Inventariable,PZ,6928032901907,true,
2884,9282,BATERIA SAMSUNG A10S / A20S / A21 SM-A107M SM-A207M SCUD-WT-N6.,,BATERIAS,UBIQUITI NETWORKS,130,46.25,Inventariable,PZ,6928032901908,true,
2885,9283,DISPLAY LG X POWER IPS K220H K220F K450,,DISPLAY COMPLETO,LG,390,209.19,Inventariable,PZ,6928032901909,true,
2886,9284,DISPLAY LG Q  STYLUS/ Q STYLUS a/ Q NOTE+/ Q STYLUS PLUS/ Q STYLUS ALPHA,,DISPLAY COMPLETO,LG,460,266,Inventariable,PZ,6928032901910,true,
2887,9285,DISPLAY ALCATEL 1S IPS 5024A .,,DISPLAY COMPLETO,ALCATEL,240,136.7442,Inventariable,PZ,6928032901911,true,
2888,9286,BATERIA SAMSUNG A70 SM-A705F EB-BA705ABU,,BATERIAS,,120,47.5632,Inventariable,PZ,6928032901912,true,
2889,9287,BATERIA XIAOMI REDMI NOTE 8 PRO M1906G7I M1906G7G BM4J.,,BATERIAS,,130,50.5359,Inventariable,PZ,6928032901913,true,
2891,9289,DISPLAY SAMSUNG A21S IPS SM-A217M.,,DISPLAY COMPLETO,SAMSUNG,200,124.85,Inventariable,PZ,6928032901915,true,
2892,9290,DISPLAY PURO ALCATEL U5 TFT 4047,,DISPLAY PURO,,260,152,Inventariable,PZ,6928032901916,true,
2893,9291,DISPLAY ALCATEL PIXI 4 (5) CON MARCO IPS 5010 5010G .,,DISPLAY COMPLETO,ALCATEL,160,98,Inventariable,PZ,6928032901917,true,
2895,9293,DISPLAY ALCATEL POP 3 5.5 IPS 5025 5052G.,,DISPLAY COMPLETO,ALCATEL,420,275,Inventariable,PZ,6928032901919,true,
2896,9294,DISPLAY PURO ALCATEL TFT 5033*,,DISPLAY PURO,ALCATEL,90,105,Inventariable,PZ,6928032901920,true,
2897,9295,DISPLAY PURO ALCATEL LED 8050,,DISPLAY PURO,,340,212,Inventariable,PZ,6928032901921,true,
2898,9296,DISPLAY PURO LANIX TFT X220 *,,DISPLAY PURO,,110,86,Inventariable,PZ,6928032901922,true,
2899,9297,DISPLAY PURO LANIX LED X230,,DISPLAY PURO,,180,110,Inventariable,PZ,6928032901923,true,
2900,9298,DISPLAY PURO LANIX TFT X510,,DISPLAY PURO,,190,112,Inventariable,PZ,6928032901924,true,
2903,9300,CC MOTO EDGE 30 NEO 5G / XT2245,,CENTRO CARGA,MOTO,140,46.7925,Inventariable,PZ,6928032901926,true,
2904,9301,TAPA TRASERA SAMSUNG S23 PLUS GRIS,,TAPAS Y MARCOS,,120,60,Inventariable,PZ,6928032901927,true,
2906,9303,CC ZTE V8Q,,CENTRO CARGA,,80,19,Inventariable,PZ,6928032901929,true,
2907,9304,BOCINA ALTAVOZ BUZZER HUAWEI MATE 20,,AUDIO,,120,10,Inventariable,PZ,6928032901930,true,
2908,9305,"AURICULAR HUAWEI MATE 20, MATE 20 LITE, NOVA 5T, P SMART Z, P SMART 2019, P30, P40 LITE",,AUDIO,,50,4.2,Inventariable,PZ,6928032901931,true,
2909,9306,BOCINA HUAWEI P SMART 2019,,AUDIO,,120,10,Inventariable,PZ,6928032901932,true,
2910,9307,AURICULAR HUAWEI P SMART 2019,,AUDIO,,50,17.5,Inventariable,PZ,6928032901933,true,
2911,9308,BOCINA HUAWEI P20 LITE,,AUDIO,,80,6,Inventariable,PZ,6928032901934,true,
2912,9309,AURICULAR HUAWEI P20 P20 PRO,,AUDIO,,80,10,Inventariable,PZ,6928032901935,true,
2913,9310,AURICULAR HUAWEI Y6 2019 Y6 PRIME,,AUDIO,,50,3,Inventariable,PZ,6928032901936,true,
2914,9311,BOCINA ALTAVOZ BUZZER HUAWEI Y6 2019 MRD LX3,,AUDIO,,80,8,Inventariable,PZ,6928032901937,true,
2915,9312,AURICULAR HUAWEI Y7 2019 Y7 2019 PRO,,AUDIO,,50,12.5,Inventariable,PZ,6928032901938,true,
2916,9313,AURICULAR HUAWEI Y9 2019,,AUDIO,,100,10,Inventariable,PZ,6928032901939,true,
